,Issuer Name,Insured Bonds,State Code,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,USPS,NAME,INTPTLAT,INTPTLONG                                                                                                               
1186,Village of Caledonia WI Water & Sewer System Revenue,N,WI,1.687571176,35.791,10/18/2017,3,5/1/2024,305000,1.85,35.791,,,70,Racine,WI,Racine,42.780392,-87.771599
1187,Village of Caledonia WI Water & Sewer System Revenue,N,WI,3.512306497,43.6294,10/18/2017,3,5/1/2026,325000,2.2,43.6294,,,41,Racine,WI,Racine,42.780392,-87.771599
1188,Village of Caledonia WI Water & Sewer System Revenue,N,WI,4.385183418,42.7402,10/18/2017,3,5/1/2027,330000,2.3,42.7402,,,41,Racine,WI,Racine,42.780392,-87.771599
1189,Chester Metropolitan District,Y,SC,2.695489297,10.84912431,3/8/2017,3,6/1/2025,275000,2.2,10.84912431,,,68,Chester,SC,Chester,34.689342,-81.161249
1190,Chester Metropolitan District,Y,SC,3.594442316,8.017576342,3/8/2017,3,6/1/2026,285000,2.3,8.017576342,,,61,Chester,SC,Chester,34.689342,-81.161249
1191,Chowchilla Public Financing Authority,Y,CA,4.362970803,146.3955699,6/29/2017,3.63,6/1/2027,10000,3.63,146.3955699,,,41,Madera,CA,Madera,37.209821,-119.749802
1192,Chowchilla Public Financing Authority,Y,CA,2.665367749,47.03760146,6/29/2017,4,6/1/2025,25000,2.09,47.03760146,,,75,Madera,CA,Madera,37.209821,-119.749802
1193,Chowchilla Public Financing Authority,Y,CA,3.540713729,52.28642633,6/29/2017,4,6/1/2026,40000,2.28,52.28642633,,,68,Madera,CA,Madera,37.209821,-119.749802
1194,Chowchilla Public Financing Authority,Y,CA,4.385274804,55.13815254,6/29/2017,4,6/1/2027,55000,2.42,55.13815254,,,60,Madera,CA,Madera,37.209821,-119.749802
1195,Cimarron Municipal Utility District,Y,TX,0.571927847,59.05921096,12/1/2017,2,3/1/2023,55000,2.15,59.05921096,,AA-,88,Harris,TX,Harris,29.857273,-95.393037
1196,Cimarron Municipal Utility District,Y,TX,1.537167142,58.38159726,12/1/2017,2,3/1/2024,55000,2.25,58.38159726,75000,AA-,75,Harris,TX,Harris,29.857273,-95.393037
1197,Cimarron Municipal Utility District,Y,TX,2.478506889,67.84436164,12/1/2017,2.125,3/1/2025,60000,2.45,67.84436164,,AA-,64,Harris,TX,Harris,29.857273,-95.393037
1198,Village of Harriman NY,N,NY,0.036099443,65.54168808,9/19/2017,2.75,8/15/2022,45000,1.75,65.54168808,,,95,Orange,NY,Orange,41.40241,-74.306252
1199,Village of Harriman NY,N,NY,1.00856565,65.95461583,9/19/2017,2.75,8/15/2023,45000,1.9,65.95461583,,,61,Orange,NY,Orange,41.40241,-74.306252
1200,Village of Harriman NY,N,NY,1.953283442,70.82813261,9/19/2017,2.75,8/15/2024,45000,2.1,70.82813261,,,53,Orange,NY,Orange,41.40241,-74.306252
1201,Village of Harriman NY,N,NY,2.873301792,75.61056941,9/19/2017,2.75,8/15/2025,45000,2.3,75.61056941,,,38,Orange,NY,Orange,41.40241,-74.306252
1202,Harris County Water Control & Improvement District No 1,Y,TX,0.524943869,46.62021585,1/15/2017,3,2/15/2023,340000,2.3,46.62021585,,,93,Harris,TX,Harris,29.857273,-95.393037
1203,Harris County Water Control & Improvement District No 1,Y,TX,1.477877588,44.06504431,1/15/2017,3,2/15/2024,350000,2.4,44.06504431,,,81,Harris,TX,Harris,29.857273,-95.393037
1204,Harris County Water Control & Improvement District No 1,Y,TX,2.402802492,41.56842094,1/15/2017,3,2/15/2025,365000,2.5,41.56842094,,,71,Harris,TX,Harris,29.857273,-95.393037
1205,Harris County Water Control & Improvement District No 1,Y,TX,3.300921375,40.45452095,1/15/2017,3,2/15/2026,375000,2.6,40.45452095,,,62,Harris,TX,Harris,29.857273,-95.393037
1206,Harris County Utility District No 16,Y,TX,0.080470208,72.58518833,8/1/2017,5.75,9/1/2022,25000,2,72.58518833,,AA-,96,Harris,TX,Harris,29.857273,-95.393037
1207,Harris County Utility District No 16,Y,TX,1.030381681,83.30113944,8/1/2017,5.75,9/1/2023,25000,2.25,83.30113944,,AA-,93,Harris,TX,Harris,29.857273,-95.393037
1208,Harris County Utility District No 16,Y,TX,1.930355283,83.63405241,8/1/2017,5.75,9/1/2024,25000,2.4,83.63405241,,AA-,85,Harris,TX,Harris,29.857273,-95.393037
1209,Harris County Municipal Utility District No 285,Y,TX,0.080471052,59.06834136,6/1/2017,3.25,9/1/2022,25000,2,59.06834136,,A+,99,Harris,TX,Harris,29.857273,-95.393037
1210,Harris County Municipal Utility District No 285,Y,TX,1.046141797,57.76003174,6/1/2017,3.375,9/1/2023,25000,2.15,57.76003174,,A+,89,Harris,TX,Harris,29.857273,-95.393037
1211,Harris County Municipal Utility District No 285,Y,TX,1.979159151,56.34118785,6/1/2017,3.375,9/1/2024,25000,2.3,56.34118785,,A+,79,Harris,TX,Harris,29.857273,-95.393037
1212,Harris County Municipal Utility District No 284,Y,TX,0.080474232,42.34376712,12/1/2017,5,9/1/2022,25000,1.85,42.34376712,,,96,Harris,TX,Harris,29.857273,-95.393037
1213,Harris County Municipal Utility District No 284,Y,TX,1.03556099,45.90993151,12/1/2017,5,9/1/2023,25000,2,45.90993151,,,93,Harris,TX,Harris,29.857273,-95.393037
1214,Harris County Municipal Utility District No 284,Y,TX,1.945915571,49.25163014,12/1/2017,5,9/1/2024,25000,2.15,49.25163014,,,83,Harris,TX,Harris,29.857273,-95.393037
1215,Harris County Municipal Utility District No 391,Y,TX,0.080471243,42.64470685,12/1/2017,2,9/1/2022,200000,1.9,42.64470685,,A+,90,Harris,TX,Harris,29.857273,-95.393037
1216,Harris County Municipal Utility District No 391,Y,TX,1.055741813,41.59842466,12/1/2017,2,9/1/2023,200000,2,41.59842466,150000,A+,85,Harris,TX,Harris,29.857273,-95.393037
1217,Harris County Municipal Utility District No 391,Y,TX,1.987382463,46.24757808,12/1/2017,3,9/1/2024,200000,2.15,46.24757808,,A+,79,Harris,TX,Harris,29.857273,-95.393037
1218,Harris County Municipal Utility District No 096,Y,TX,0.08046455,58.53044565,7/1/2017,3,9/1/2022,160000,1.75,58.53044565,,A+,99,Harris,TX,Harris,29.857273,-95.393037
1219,Harris County Municipal Utility District No 096,Y,TX,1.048178954,58.39878167,7/1/2017,3,9/1/2023,160000,1.9,58.39878167,,A+,89,Harris,TX,Harris,29.857273,-95.393037
1220,Harris County Municipal Utility District No 096,Y,TX,1.986264333,65.62239882,7/1/2017,3,9/1/2024,160000,2.125,65.62239882,,A+,79,Harris,TX,Harris,29.857273,-95.393037
1221,Harris County Fresh Water Supply District No 61,Y,TX,0.080483804,53.80812131,6/1/2017,2,9/1/2022,105000,1.8,53.80812131,,AA-,92,Harris,TX,Harris,29.857273,-95.393037
1222,Harris County Fresh Water Supply District No 61,Y,TX,1.05674014,57.82282571,6/1/2017,2,9/1/2023,720000,2,57.82282571,,AA-,67,Harris,TX,Harris,29.857273,-95.393037
1223,Harris County Fresh Water Supply District No 61,Y,TX,2.011802962,56.71918448,6/1/2017,2,9/1/2024,735000,2.15,56.71918448,,AA-,53,Harris,TX,Harris,29.857273,-95.393037
1224,Harris County Fresh Water Supply District No 61,Y,TX,2.947406839,61.10408281,6/1/2017,2,9/1/2025,1130000,2.35,61.10408281,15000,AA-,42,Harris,TX,Harris,29.857273,-95.393037
1225,Harris County Municipal Utility District No 1,Y,TX,0.080495622,40.8278137,12/1/2017,3,9/1/2022,395000,1.9,40.8278137,,AA-,98,Harris,TX,Harris,29.857273,-95.393037
1226,Harris County Municipal Utility District No 1,Y,TX,1.050752268,39.76219178,12/1/2017,3,9/1/2023,375000,2,39.76219178,,AA-,92,Harris,TX,Harris,29.857273,-95.393037
1227,Harris County Municipal Utility District No 1,Y,TX,1.991476539,44.34694795,12/1/2017,3,9/1/2024,345000,2.15,44.34694795,285000,AA-,80,Harris,TX,Harris,29.857273,-95.393037
1228,Harris County Municipal Utility District No 1,Y,TX,2.905546937,43.21908493,12/1/2017,3,9/1/2025,305000,2.25,43.21908493,,AA-,66,Harris,TX,Harris,29.857273,-95.393037
1229,Harris County Municipal Utility District No 344,Y,TX,0.080479338,29.62243259,6/1/2017,2,9/1/2022,240000,1.65,29.62243259,,,97,Harris,TX,Harris,29.857273,-95.393037
1230,Harris County Municipal Utility District No 344,Y,TX,1.056417012,28.45691434,6/1/2017,2,9/1/2023,250000,1.8,28.45691434,,,66,Harris,TX,Harris,29.857273,-95.393037
1231,Harris County Municipal Utility District No 344,Y,TX,2.011322035,32.2125816,6/1/2017,2,9/1/2024,260000,2,32.2125816,,,61,Harris,TX,Harris,29.857273,-95.393037
1232,Harris County Municipal Utility District No 344,Y,TX,2.939682889,31.56043002,6/1/2017,2.15,9/1/2025,275000,2.15,31.56043002,,,52,Harris,TX,Harris,29.857273,-95.393037
1233,Harris County Municipal Utility District No 459,N,TX,0.650707634,98.34958904,12/1/2017,2.8,4/1/2023,100000,2.8,98.34958904,,,81,Harris,TX,Harris,29.857273,-95.393037
1234,Harris County Municipal Utility District No 368,Y,TX,0.080470503,45.71655352,9/1/2017,3,9/1/2022,25000,1.6,45.71655352,,A+,99,Harris,TX,Harris,29.857273,-95.393037
1235,Harris County Municipal Utility District No 368,Y,TX,1.048672899,45.70143441,9/1/2017,3,9/1/2023,25000,1.75,45.70143441,,A+,87,Harris,TX,Harris,29.857273,-95.393037
1236,Harris County Municipal Utility District No 368,Y,TX,1.987259585,45.36657589,9/1/2017,3,9/1/2024,25000,1.9,45.36657589,,A+,76,Harris,TX,Harris,29.857273,-95.393037
1237,East Wenatchee Water District/WA,N,WA,1.92251124,21.23013835,5/16/2017,4,8/1/2024,245000,1.97,21.23013835,,,61,Douglas,WA,Douglas,47.741763,-119.694622
1238,Eastern Municipal Water District,N,CA,1.96747099,69.59816712,11/16/2017,4,9/1/2024,55000,2.36,69.59816712,,,71,Riverside,CA,Riverside,33.729828,-116.002239
1239,City of Edina MN,N,MN,0.49487924,5.910025879,6/29/2017,4,2/1/2023,760000,1.3,5.910025879,100000,AAA,96,Hennepin,MN,Hennepin,45.006121,-93.475228
1240,City of Edina MN,N,MN,1.457715509,0.274229991,6/29/2017,4,2/1/2024,785000,1.4,0.274229991,,AAA,87,Hennepin,MN,Hennepin,45.006121,-93.475228
1241,Town of East Bloomfield NY,N,NY,0.367985709,58.30490411,12/28/2017,3.5,12/15/2022,10000,2.2,58.30490411,,,97,Ontario,NY,Ontario,42.856357,-77.303497
1242,Town of East Bloomfield NY,N,NY,2.265599199,77.04876986,12/28/2017,3.5,12/15/2024,10000,2.5,77.04876986,,,78,Ontario,NY,Ontario,42.856357,-77.303497
1243,East Montgomery County Municipal Utility District No 6,N,TX,1.050286654,94.19321508,6/1/2017,2.5,9/1/2023,60000,2.5,94.19321508,,,68,#N/A Field Not Applicable,TX,Montgomery County,30.298801,-95.50295
1244,Chester Metropolitan District,Y,SC,1.769807709,15.88734428,3/8/2017,3,6/1/2024,440000,2.1,15.88734428,,,79,Chester,SC,Chester,34.689342,-81.161249
1245,Chester Metropolitan District,Y,SC,4.467349415,7.154042179,3/8/2017,3,6/1/2027,295000,2.4,7.154042179,,,56,Chester,SC,Chester,34.689342,-81.161249
1246,County of Clark NV,N,NV,0.005555299,13.77817669,7/11/2017,5,8/1/2022,610000,1.36,13.77817669,,AA+,95,Clark,NV,Clark,36.21413,-115.014398
1247,County of Clark NV,N,NV,1.911994682,9.195952011,7/11/2017,5,8/1/2024,610000,1.6,9.195952011,,AA+,74,Clark,NV,Clark,36.21413,-115.014398
1248,County of Clark NV,N,NV,3.661199632,13.5481224,7/11/2017,5,8/1/2026,605000,1.92,13.5481224,,AA+,55,Clark,NV,Clark,36.21413,-115.014398
1249,Clark County Public Utility District No 1,N,WA,2.281198192,34.63450151,3/30/2017,5,1/1/2025,2515000,2.47,34.63450151,70000,AA-,80,Clark,WA,Clark,45.77173,-122.485953
1250,Clark County Public Utility District No 1,N,WA,3.992978402,33.86116816,3/30/2017,5,1/1/2027,2775000,2.72,33.86116816,50000,AA-,67,Clark,WA,Clark,45.77173,-122.485953
1251,Fayette County Water Control & Improvement District,N,TX,1.604390227,106.7902134,6/1/2017,2.75,4/1/2024,35000,2.75,106.7902134,,,57,Fayette,TX,Fayette,29.877886,-96.921231
1252,Findlay Township Municipal Authority,Y,PA,0.36781893,39.57271952,9/21/2017,2,12/15/2022,115000,1.55,39.57271952,,,97,Allegheny,PA,Allegheny,40.469757,-79.980451
1253,Finney County Rural Water District No 1,N,KS,1.119429823,93.27195645,11/29/2017,3.5,10/1/2023,15000,3.1,93.27195645,,,74,Finney,KS,Finney,38.049808,-100.739967
1254,Public Water Supply District No 3 of Franklin County MO,N,MO,0.329115061,52.9868265,8/16/2017,3,12/1/2022,105000,1.78,52.9868265,90000,,93,Franklin,MO,Franklin,38.413003,-91.072832
1255,Public Water Supply District No 3 of Franklin County MO,N,MO,2.234955696,57.40324658,8/16/2017,3,12/1/2024,110000,2.13,57.40324658,,,63,Franklin,MO,Franklin,38.413003,-91.072832
1256,East Wenatchee Water District/WA,N,WA,0.97957119,22.45568499,5/16/2017,4,8/1/2023,285000,1.82,22.45568499,,,76,Douglas,WA,Douglas,47.741763,-119.694622
1257,East Wenatchee Water District/WA,N,WA,2.830587717,24.45019444,5/16/2017,4,8/1/2025,355000,2.16,24.45019444,,,49,Douglas,WA,Douglas,47.741763,-119.694622
1258,Eastern Municipal Water District,N,CA,0.080482249,54.6610411,11/16/2017,3,9/1/2022,55000,1.96,54.6610411,,,96,Riverside,CA,Riverside,33.729828,-116.002239
1259,Eastern Municipal Water District,N,CA,0.080482249,59.6610411,11/16/2017,3,9/1/2022,70000,2.01,59.6610411,,,96,Riverside,CA,Riverside,33.729828,-116.002239
1260,Eastern Municipal Water District,N,CA,1.96747099,74.59816712,11/16/2017,4,9/1/2024,75000,2.41,74.59816712,,,72,Riverside,CA,Riverside,33.729828,-116.002239
1261,Eastmark Community Facilities District No 1,N,AZ,0.899413619,141.6103014,12/7/2017,3,7/1/2023,40000,3,141.6103014,,,52,Maricopa,AZ,Maricopa,33.345176,-112.49893
1262,Eastmark Community Facilities District No 1,N,AZ,1.850403163,151.0907616,12/7/2017,3.2,7/1/2024,42000,3.2,151.0907616,,,29,Maricopa,AZ,Maricopa,33.345176,-112.49893
1263,Eastmark Community Facilities District No 1,N,AZ,2.766680293,160.1446521,12/7/2017,3.4,7/1/2025,43000,3.4,160.1446521,,,20,Maricopa,AZ,Maricopa,33.345176,-112.49893
1264,Eastmark Community Facilities District No 1,N,AZ,3.650765137,159.8663178,12/7/2017,3.5,7/1/2026,45000,3.5,159.8663178,,,11,Maricopa,AZ,Maricopa,33.345176,-112.49893
1265,Eastmark Community Facilities District No 1,N,AZ,4.501036134,162.4056274,12/7/2017,3.6,7/1/2027,46000,3.6,162.4056274,,,6,Maricopa,AZ,Maricopa,33.345176,-112.49893
1266,City of Edina MN,N,MN,2.384721559,-2.42250159,6/29/2017,4,2/1/2025,820000,1.53,-2.42250159,260000,AAA,79,Hennepin,MN,Hennepin,45.006121,-93.475228
1267,City of Edina MN,N,MN,3.27857269,0.916660673,6/29/2017,4,2/1/2026,855000,1.71,0.916660673,,AAA,70,Hennepin,MN,Hennepin,45.006121,-93.475228
1268,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,SC,0.450052711,40.74427382,7/18/2017,3,1/15/2023,165000,1.81,40.74427382,15000,,22,Colleton,SC,Colleton,32.835018,-80.655244
1269,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,SC,1.417277716,36.37126584,7/18/2017,3,1/15/2024,170000,1.91,36.37126584,,,61,Colleton,SC,Colleton,32.835018,-80.655244
1270,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,SC,2.356119027,33.7201735,7/18/2017,3,1/15/2025,175000,2.03,33.7201735,,,45,Colleton,SC,Colleton,32.835018,-80.655244
1271,Town of Edisto Beach SC Combined Waterworks & Sewer System Revenue,N,SC,3.267933483,35.71707581,7/18/2017,3,1/15/2026,180000,2.19,35.71707581,,,34,Colleton,SC,Colleton,32.835018,-80.655244
1272,State of Connecticut Clean Water Fund - State Revolving Fund,N,CT,0.731197151,12.13201061,6/15/2017,5,5/1/2023,5885000,1.42,12.13201061,900000,AAA,88,Hartford,CT,Hartford,41.806053,-72.732916
1273,State of Connecticut Clean Water Fund - State Revolving Fund,N,CT,4.312207225,17.24933066,6/15/2017,4,5/1/2027,4055000,2.05,17.24933066,70000,AAA,27,Hartford,CT,Hartford,41.806053,-72.732916
1274,City of Conroe TX,N,TX,0.285414325,21.76632174,9/1/2017,2,11/15/2022,830000,1.39,21.76632174,,AA+,87,Montgomery,TX,Montgomery,30.298801,-95.50295
1275,State of Connecticut Clean Water Fund - State Revolving Fund,N,CT,3.465247202,17.03492591,6/15/2017,4,5/1/2026,705000,1.93,17.03492591,,AAA,58,Hartford,CT,Hartford,41.806053,-72.732916
1276,City of Conroe TX,N,TX,3.865041309,32.90643622,9/1/2017,5,11/15/2026,960000,2.08,32.90643622,,AA+,64,Montgomery,TX,Montgomery,30.298801,-95.50295
1277,City of Cleveland TX,Y,TX,0.569293692,41.91994065,8/1/2017,3,3/1/2023,290000,1.8,41.91994065,,AA-,87,Liberty,TX,Liberty,30.158508,-94.844061
1278,Town of Clinton MA,N,MA,1.798472333,10.59176156,6/29/2017,4,6/15/2024,245000,1.6,10.59176156,,,84,Worcester,MA,Worcester,42.311693,-71.940282
1279,Easley Combined Utility System,Y,SC,2.23527957,50.68845849,10/12/2017,3,12/1/2024,275000,2.04,50.68845849,,A+,65,Pickens,SC,Pickens,34.885368,-82.723377
1280,Town of East Bloomfield NY,N,NY,3.167651864,79.35383014,12/28/2017,3.5,12/15/2025,10000,2.6,79.35383014,,,66,Ontario,NY,Ontario,42.856357,-77.303497
1281,Los Angeles Department of Water & Power Water System Revenue,N,CA,1.829603444,2.588655511,5/11/2017,5,7/1/2024,4725000,1.77,2.588655511,600000,AA,82,Los Angeles,CA,Los Angeles,34.196398,-118.261862
1282,Fort Bend County Municipal Utility District No 134C,Y,TX,0.080489909,63.32552123,10/1/2017,4,9/1/2022,95000,1.75,63.32552123,,A+,97,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1283,Fort Bend County Municipal Utility District No 134C,Y,TX,1.043441321,63.79633981,10/1/2017,4,9/1/2023,95000,1.9,63.79633981,,A+,90,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1284,Fort Bend County Municipal Utility District No 134C,Y,TX,2.012787619,63.76732336,10/1/2017,2,9/1/2024,95000,2.05,63.76732336,,A+,67,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1285,Fort Bend County Municipal Utility District No 134C,Y,TX,0.080489868,37.0904411,11/1/2017,3,9/1/2022,310000,1.71,37.0904411,,A+,99,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1286,Fort Bend County Municipal Utility District No 134C,Y,TX,1.050244465,40.32278356,11/1/2017,3,9/1/2023,310000,1.87,40.32278356,,A+,88,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1287,Fort Bend County Municipal Utility District No 134C,Y,TX,1.990266975,44.06836986,11/1/2017,3,9/1/2024,310000,2.04,44.06836986,,A+,78,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1288,Fort Bend County Municipal Utility District NO 176,N,TX,0.080460765,95.34252141,5/1/2017,2.4,9/1/2022,25000,2.4,95.34252141,,,91,Harris,TX,Harris,29.857273,-95.393037
1289,Fort Bend County Municipal Utility District NO 176,N,TX,1.050648795,99.21204578,5/1/2017,2.6,9/1/2023,25000,2.6,99.21204578,,,61,Harris,TX,Harris,29.857273,-95.393037
1290,Fort Bend County Municipal Utility District No 152,Y,TX,0.080462346,77.56873538,8/1/2017,4,9/1/2022,85000,2,77.56873538,,A-,92,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1291,Fort Bend County Municipal Utility District No 152,Y,TX,1.04118652,73.15890882,8/1/2017,4,9/1/2023,90000,2.1,73.15890882,,A-,84,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1292,Fort Bend County Municipal Utility District No 152,Y,TX,2.003976112,68.45635154,8/1/2017,2.2,9/1/2024,95000,2.2,68.45635154,,A-,63,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1293,Fort Bend County Municipal Utility District No 145,N,TX,0.732935281,107.0441534,8/1/2017,3,5/1/2023,40000,2.4,107.0441534,,,89,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1294,Fort Bend County Municipal Utility District No 145,N,TX,1.684232352,112.2596623,8/1/2017,3,5/1/2024,40000,2.6,112.2596623,,,73,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1295,Fort Bend County Municipal Utility District No 162,Y,TX,0.080457165,58.11011414,7/1/2017,2,9/1/2022,175000,1.8,58.11011414,125000,A,100,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1296,Fort Bend County Municipal Utility District No 162,Y,TX,1.051049416,68.30130088,7/1/2017,2.5,9/1/2023,175000,2.05,68.30130088,,A,85,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1297,Fort Bend County Municipal Utility District No 162,Y,TX,1.996304257,73.29301339,7/1/2017,2.5,9/1/2024,175000,2.25,73.29301339,,A,72,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1298,Fort Bend County Municipal Utility District No 167,Y,TX,0.080471362,52.35367136,8/1/2017,2,9/1/2022,225000,1.9,52.35367136,,A+,100,Harris,TX,Harris,29.857273,-95.393037
1299,Fort Bend County Municipal Utility District No 167,Y,TX,1.055750093,58.15061337,8/1/2017,2,9/1/2023,220000,2.1,58.15061337,,A+,84,Harris,TX,Harris,29.857273,-95.393037
1300,Fort Bend County Municipal Utility District No 167,Y,TX,2.009970089,53.57269207,8/1/2017,2,9/1/2024,220000,2.2,53.57269207,,A+,71,Harris,TX,Harris,29.857273,-95.393037
1301,Fort Bend County Municipal Utility District No 133,Y,TX,1.050275151,71.80637981,7/1/2017,3,9/1/2023,525000,2.15,71.80637981,,A+,88,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1302,Fort Bend County Municipal Utility District No 133,Y,TX,1.990334202,72.47422821,7/1/2017,3,9/1/2024,550000,2.3,72.47422821,,A+,78,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1303,Fort Bend County Municipal Utility District No 187,Y,TX,0.080474312,50.8278137,12/1/2017,3,9/1/2022,200000,2,50.8278137,,A,99,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1304,Fort Bend County Municipal Utility District No 187,Y,TX,1.048986477,54.76219178,12/1/2017,3,9/1/2023,200000,2.15,54.76219178,,A,90,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1305,Fort Bend County Municipal Utility District No 187,Y,TX,1.987980108,59.34694795,12/1/2017,3,9/1/2024,200000,2.3,59.34694795,,A,79,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1306,Fort Bend County Municipal Utility District No 172,Y,TX,0.080471282,47.64387945,12/1/2017,2,9/1/2022,100000,2,47.64387945,,A+,96,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1307,Fort Bend County Municipal Utility District No 172,Y,TX,1.048735124,51.89521644,12/1/2017,3,9/1/2023,100000,2.15,51.89521644,,A+,88,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1308,Fort Bend County Municipal Utility District No 172,Y,TX,1.987385111,56.8410411,12/1/2017,3,9/1/2024,100000,2.3,56.8410411,,A+,77,Fort Bend,TX,Fort Bend,29.526602,-95.771015
1309,Fort Bend County Municipal Utility District No 172,Y,TX,2.898942228,61.09190411,12/1/2017,3,9/1/2025,100000,2.45,61.09190411,,A+,67,Fort Bend,TX,Fort Bend,29.526602,-95.771015
