,Issuer Name,Insured Bonds,Mod Dur (Mid),Iss Spd Wst,Issue Date,Cpn,Maturity,Mty Size,Yield at Issue,YTW Sprd to Mty at Iss,MSRB Volume,BBG Composite,LQA Score,County,State
1420,City of League City TX,N,4.024825337449637,26.13218719894639,7/1/2017,5.0,2/15/2027,1015000,2.11,26.13218719894639,,AA+,62,Galveston, TX
1421,City of Hurricane UT Water Revenue,Y,3.2734663610719164,39.831655638537015,4/4/2017,4.0,2/1/2026,135000,2.65,39.831655638537015,,AA-,66,#N/A Field Not Applicable,
1422,City of Hurricane UT Water Revenue,Y,4.133837977183102,38.441642674999386,4/4/2017,4.0,2/1/2027,140000,2.75,38.441642674999386,,AA-,60,#N/A Field Not Applicable,
1423,Johnson County Water District No 1,N,0.41233430497660045,6.479931506849312,11/8/2017,5.0,1/1/2023,615000,1.48,6.479931506849312,,AAA,87,Johnson, KS
1424,Johnson County Water District No 1,N,0.8959520891482715,6.842438356164382,11/8/2017,5.0,7/1/2023,650000,1.55,6.842438356164382,30000.0,AAA,95,Johnson, KS
1425,Johnson County Water District No 1,N,1.3683143689200785,5.001145205479451,11/8/2017,5.0,1/1/2024,645000,1.6,5.001145205479451,520000.0,AAA,92,Johnson, KS
1426,Johnson County Water District No 1,N,1.8296572623496838,6.13301369863013,11/8/2017,5.0,7/1/2024,675000,1.68,6.13301369863013,135000.0,AAA,87,Johnson, KS
1427,Johnson County Water District No 1,N,2.722527083271627,7.306493150684945,11/8/2017,5.0,7/1/2025,715000,1.83,7.306493150684945,,AAA,78,Johnson, KS
1428,Johnson County Water District No 1,N,3.1546770688812553,7.734301369863017,11/8/2017,5.0,1/1/2026,715000,1.9000000000000001,7.734301369863017,,AAA,75,Johnson, KS
1429,Johnson County Water District No 1,N,3.577804528568605,8.696835616438348,11/8/2017,5.0,7/1/2026,750000,1.97,8.696835616438348,,AAA,71,Johnson, KS
1430,City of Johnsonville SC Waterworks & Sewer System Revenue,Y,0.8167737983783634,37.97516169898536,1/19/2017,3.0,6/1/2023,115000,2.25,37.97516169898536,,,95,#N/A Field Not Applicable,
1431,Village of Johnstown OH,Y,1.3052551574477382,27.084312328767133,11/7/2017,2.0,12/1/2023,135000,1.76,27.084312328767133,,A+,73,Licking, OH
1432,Village of Johnstown OH,Y,2.261134477537479,33.20438904109588,11/7/2017,2.0,12/1/2024,135000,1.95,33.20438904109588,,A+,61,Licking, OH
1433,Jurupa Community Services District,N,0.08044978909976815,91.21607909132541,3/21/2017,4.0,9/1/2022,175000,2.62,91.21607909132541,15000.0,,97,Riverside, CA
1434,Jurupa Community Services District,N,1.0401448079889717,102.5504582160268,3/21/2017,4.0,9/1/2023,180000,2.9000000000000004,102.5504582160268,,,87,Riverside, CA
1435,Jurupa Community Services District,N,1.9622450849171305,116.20621437610063,3/21/2017,4.0,9/1/2024,190000,3.2,116.20621437610063,,,74,Riverside, CA
1436,Jurupa Community Services District,N,0.08044978836381492,82.40955404889661,5/24/2017,3.0,9/1/2022,110000,2.2600000000000002,82.40955404889661,30000.0,,99,Riverside, CA
1437,Jurupa Community Services District,N,1.0401448079889717,93.18179426452676,5/24/2017,4.0,9/1/2023,115000,2.5300000000000002,93.18179426452676,,,87,Riverside, CA
1438,Jurupa Community Services District,N,1.9622450849171305,102.82052673712283,5/24/2017,4.0,9/1/2024,115000,2.79,102.82052673712283,,,74,Riverside, CA
1439,City of Hurricane UT Water Revenue,Y,0.4944303131873894,41.844121813109744,4/4/2017,3.5,2/1/2023,125000,2.2,41.844121813109744,,AA-,92,#N/A Field Not Applicable,
1440,City of Hurricane UT Water Revenue,Y,1.4560894236235227,40.32572370223419,4/4/2017,4.0,2/1/2024,125000,2.35,40.32572370223419,,AA-,81,#N/A Field Not Applicable,
1441,City of Hurricane UT Water Revenue,Y,2.381472399329608,39.19035611310768,4/4/2017,4.0,2/1/2025,130000,2.5,39.19035611310768,,AA-,73,#N/A Field Not Applicable,
1442,City of Hutto TX,N,1.4700605567338045,22.91578216955483,6/29/2017,2.0,2/1/2024,1100000,1.67,22.91578216955483,50000.0,,68,Williamson, TX
1443,Kendall County Water Control & Improvement District No 2A,N,0.08045945791636344,96.16305682048352,3/1/2017,2.6,9/1/2022,110000,2.6,96.16305682048352,,,99,Kendall, TX
1444,Kendall County Water Control & Improvement District No 2A,N,1.049134616185315,100.99659864330495,3/1/2017,2.8,9/1/2023,110000,2.8000000000000003,100.99659864330495,,,84,Kendall, TX
1445,Kendall County Water Control & Improvement District No 2A,N,1.985277408980713,106.04195261367299,3/1/2017,3.0,9/1/2024,115000,3.0,106.04195261367299,,,73,Kendall, TX
1446,City of Mesa AZ Utility System Revenue,N,2.7176337626527185,17.445094495644263,5/24/2017,5.0,7/1/2025,2600000,2.1,17.445094495644263,15000.0,AA-,79,Maricopa, AZ
1447,City of Mesa AZ Utility System Revenue,N,4.561919213197159,18.313489886966128,5/24/2017,3.0,7/1/2027,2825000,2.37,18.313489886966128,50000.0,AA-,55,Maricopa, AZ
1448,Mesa Water District,N,2.431590812192132,-2.2046365595095985,6/21/2017,5.0,3/15/2025,3835000,1.61,-2.2046365595095985,45000.0,AAA,63,Orange, CA
1449,City of Mesquite TX Waterworks & Sewer System Revenue,N,1.5096260026187438,29.966720191026152,5/1/2017,4.0,3/1/2024,760000,1.98,29.966720191026152,40000.0,AA,89,Dallas, TX
1450,City of Mesquite TX Waterworks & Sewer System Revenue,N,2.3893025741013636,36.93026219839468,5/1/2017,5.0,3/1/2025,800000,2.21,36.93026219839468,200000.0,AA,82,Dallas, TX
1451,City of Mesquite TX Waterworks & Sewer System Revenue,N,3.2429869659577624,38.199551469782044,5/1/2017,5.0,3/1/2026,840000,2.37,38.199551469782044,,AA,74,Dallas, TX
1452,City of Mesquite TX Waterworks & Sewer System Revenue,N,4.061331217504715,39.1168150816243,5/1/2017,5.0,3/1/2027,885000,2.5,39.1168150816243,360000.0,AA,67,Dallas, TX
1453,City of Greensboro NC Combined Water & Sewer System Revenue,N,0.81375937567347,2.811926057431502,8/17/2017,5.0,6/1/2023,1390000,1.36,2.811926057431502,,AA+,97,Guilford, NC
1454,City of Greensboro NC Combined Water & Sewer System Revenue,N,1.7478119458189165,3.165895700484067,8/17/2017,5.0,6/1/2024,1455000,1.51,3.165895700484067,20000.0,AA+,92,Guilford, NC
1455,City of Greensboro NC Combined Water & Sewer System Revenue,N,2.6410974395634637,6.3774730849198935,8/17/2017,5.0,6/1/2025,1530000,1.69,6.3774730849198935,270000.0,AA+,84,Guilford, NC
1456,City of Greensboro NC Combined Water & Sewer System Revenue,N,3.49700146117307,8.738793330228201,8/17/2017,5.0,6/1/2026,1605000,1.85,8.738793330228201,10000.0,AA+,79,Guilford, NC
1457,City of Greensboro NC Combined Water & Sewer System Revenue,N,4.318488301860235,12.649182874975251,8/17/2017,5.0,6/1/2027,1685000,2.0,12.649182874975251,10000.0,AA+,74,Guilford, NC
1458,Greenville Waterworks & Sewer Board,Y,0.5717685055475433,42.025694886833385,5/1/2017,2.0,3/1/2023,265000,1.8800000000000001,42.025694886833385,,,91,Butler, AL
1459,Greenville Waterworks & Sewer Board,Y,1.5366961853285666,39.73261251234157,5/1/2017,2.0,3/1/2024,265000,2.02,39.73261251234157,,,80,Butler, AL
1460,Greenville Waterworks & Sewer Board,Y,2.481919342590379,36.652339600808844,5/1/2017,2.0,3/1/2025,275000,2.15,36.652339600808844,,,70,Butler, AL
1461,Greenwood Utility District/TX,N,0.005554523713708481,199.03598904109586,12/1/2017,3.4,8/1/2022,120000,3.4000000000000004,199.03598904109586,,,97,Harris, TX
1462,Greenwood Utility District/TX,N,0.978364151020107,208.00125479452055,12/1/2017,3.6,8/1/2023,125000,3.6,208.00125479452055,,,83,Harris, TX
1463,Greenwood Utility District/TX,N,1.920587774058835,216.94334246575337,12/1/2017,3.8,8/1/2024,125000,3.8000000000000003,216.94334246575337,,,70,Harris, TX
1464,City of Grosse Pointe MI,N,0.16361420544199365,24.382409249612678,4/12/2017,4.0,10/1/2022,220000,1.8800000000000001,24.382409249612678,,,99,Wayne, MI
1465,City of Grosse Pointe MI,N,1.1259832854058072,25.44219022352476,4/12/2017,4.0,10/1/2023,250000,2.06,25.44219022352476,,,93,Wayne, MI
1466,City of Grosse Pointe MI,N,2.051604425231738,21.880576269857798,4/12/2017,4.0,10/1/2024,245000,2.19,21.880576269857798,,,86,Wayne, MI
1467,City of Grosse Pointe MI,N,2.944053364252731,12.569295038563988,4/12/2017,4.0,10/1/2025,275000,2.25,12.569295038563988,,,76,Wayne, MI
1468,City of Grosse Pointe MI,N,3.804812450304574,8.87162763086251,4/12/2017,4.0,10/1/2026,280000,2.34,8.87162763086251,90000.0,,68,Wayne, MI
1469,City of Grosse Pointe MI,N,4.634962792844804,2.206656141250374,4/12/2017,4.0,10/1/2027,285000,2.39,2.206656141250374,,,61,Wayne, MI
1470,Fort Bend County Municipal Utility District No 30,Y,0.08048927711734753,67.31845277345418,7/1/2017,4.0,9/1/2022,50000,1.9000000000000001,67.31845277345418,,A+,98,Fort Bend, TX
1471,Fort Bend County Municipal Utility District No 30,Y,1.0434212002036918,63.253051281908256,7/1/2017,4.0,9/1/2023,50000,2.0,63.253051281908256,,A+,94,Fort Bend, TX
1472,Fort Bend County Municipal Utility District No 30,Y,1.9689431592359101,63.7901318820169,7/1/2017,4.0,9/1/2024,50000,2.15,63.7901318820169,,A+,83,Fort Bend, TX
1473,Fort Bend County Municipal Utility District No 25,Y,0.16356148791091965,43.401474895272905,2/1/2017,3.0,10/1/2022,245000,2.1,43.401474895272905,,A+,99,Fort Bend, TX
1474,Fort Bend County Municipal Utility District No 25,Y,1.131633160403691,40.27069689078273,2/1/2017,3.0,10/1/2023,245000,2.2,40.27069689078273,,A+,88,Fort Bend, TX
1475,City of Fort Lupton CO Water Revenue,Y,0.32947303192491445,23.570400000000014,9/28/2017,2.0,12/1/2022,110000,1.51,23.570400000000014,,,88,Weld, CO
1476,City of Fort Lupton CO Water Revenue,Y,1.2982618295618455,24.495,9/28/2017,3.0,12/1/2023,185000,1.6600000000000001,24.495,,,74,Weld, CO
1477,City of Fort Lupton CO Water Revenue,Y,2.2384947327560787,27.056194520547947,9/28/2017,3.0,12/1/2024,265000,1.83,27.056194520547947,,,62,Weld, CO
1478,City of Fort Lupton CO Water Revenue,Y,3.151712006441178,29.918901369863015,9/28/2017,3.0,12/1/2025,320000,2.0,29.918901369863015,,,53,Weld, CO
1479,City of Fort Lupton CO Water Revenue,Y,3.9042923110377687,33.5772301369863,9/28/2017,5.0,12/1/2026,530000,2.16,33.5772301369863,,,60,Weld, CO
1480,City of Fort Lupton CO Water Revenue,Y,4.7054564246895305,34.20380821917808,9/28/2017,5.0,12/1/2027,585000,2.27,34.20380821917808,300000.0,,55,Weld, CO
1481,City of Fort Stockton TX,Y,0.6102638654187533,39.09265554428456,8/1/2017,2.0,3/15/2023,235000,1.85,39.09265554428456,,A+,93,Pecos, TX
1482,City of Fort Stockton TX,Y,2.5118701242530763,37.110287703456144,8/1/2017,2.25,3/15/2025,245000,2.12,37.110287703456144,,A+,74,Pecos, TX
1483,City of Fort Stockton TX,Y,3.3305379120832854,40.370778462542646,8/1/2017,4.0,3/15/2026,255000,2.29,40.370778462542646,,A+,74,Pecos, TX
1484,City of Fort Stockton TX,Y,4.174146868836157,41.9421594248242,8/1/2017,4.0,3/15/2027,265000,2.42,41.9421594248242,,A+,69,Pecos, TX
1485,Fort Wayne Storm Revenue District,N,0.005555282667175188,32.37016184609966,6/29/2017,2.0,8/1/2022,790000,1.55,32.37016184609966,20000.0,,98,Allen, IN
1486,Fort Wayne Storm Revenue District,N,0.4947011864269719,35.22613511314514,6/29/2017,2.0,2/1/2023,800000,1.6500000000000001,35.22613511314514,250000.0,,83,Allen, IN
1487,Fort Wayne Storm Revenue District,N,0.9850542020606173,33.169401967282816,6/29/2017,2.0,8/1/2023,805000,1.7000000000000002,33.169401967282816,105000.0,,72,Allen, IN
1488,Fort Wayne Storm Revenue District,N,1.4708255624255535,35.915782169554845,6/29/2017,2.0,2/1/2024,815000,1.8,35.915782169554845,125000.0,,64,Allen, IN
1489,Fort Wayne Storm Revenue District,N,1.951269779291579,33.70648443561595,6/29/2017,2.0,8/1/2024,825000,1.85,33.70648443561595,,,57,Allen, IN
1490,Fort Wayne Storm Revenue District,N,2.4272326176666454,36.32582504072255,6/29/2017,2.0,2/1/2025,835000,1.95,36.32582504072255,30000.0,,51,Allen, IN
1491,Lehigh County Authority,N,0.24674320394695656,24.44981628830858,6/20/2017,3.0,11/1/2022,340000,1.5,24.44981628830858,,,89,Lehigh, PA
1492,Lehigh County Authority,N,1.216866176484816,23.52957630244901,6/20/2017,3.0,11/1/2023,350000,1.6500000000000001,23.52957630244901,100000.0,,65,Lehigh, PA
1493,Lehigh County Authority,N,2.1166376434234615,22.599783526659213,6/20/2017,5.0,11/1/2024,360000,1.8,22.599783526659213,,,63,Lehigh, PA
1494,Lehigh County Authority,N,2.9909911474095345,22.442070333970833,6/20/2017,5.0,11/1/2025,380000,1.95,22.442070333970833,,,54,Lehigh, PA
1495,Lehigh County Authority,N,3.8292497116293838,24.31070980816663,6/20/2017,5.0,11/1/2026,400000,2.1,24.31070980816663,,,59,Lehigh, PA
1496,City of Hagerstown MD,N,0.8119674598734709,8.31670941470688,6/1/2017,5.0,6/1/2023,235000,1.6,8.31670941470688,,AA-,91,Washington, MD
1497,City of Hagerstown MD,N,2.695357738884103,10.721039136088862,6/1/2017,3.0,6/1/2025,260000,1.95,10.721039136088862,,AA-,70,Washington, MD
1498,City of Hagerstown MD,N,0.810933136196928,43.30201162106704,6/1/2017,3.0,6/1/2023,70000,2.45,43.30201162106704,,AA-,86,Washington, MD
1499,City of Hagerstown MD,N,2.678856873307742,48.251883256756756,6/1/2017,3.0,6/1/2025,70000,2.7,48.251883256756756,,AA-,67,Washington, MD
1500,City of Hagerstown MD,N,3.555596479760437,51.76722913513512,6/1/2017,3.25,6/1/2026,75000,2.8000000000000003,51.76722913513512,150000.0,AA-,62,Washington, MD
1501,City of Haltom City TX,N,0.49399583088995164,20.30186301369865,12/1/2017,3.0,2/1/2023,435000,1.85,20.30186301369865,,,88,Tarrant, TX
1502,City of Haltom City TX,N,2.3790813630518084,22.726594520547927,12/1/2017,4.0,2/1/2025,465000,2.0,22.726594520547927,,,73,Tarrant, TX
1503,City of Haltom City TX,N,3.2698221598928727,24.96275616438357,12/1/2017,4.0,2/1/2026,485000,2.1,24.96275616438357,,,65,Tarrant, TX
1504,Town of Hamilton MA,N,0.6114149477916905,0.5281045959571573,5/10/2017,2.0,3/15/2023,180000,1.54,0.5281045959571573,,,93,Essex, MA
1505,Town of Hamilton MA,N,1.5782304396654625,-0.6555444815838696,5/10/2017,2.0,3/15/2024,180000,1.69,-0.6555444815838696,30000.0,,84,Essex, MA
1506,City of Dover NH,N,0.368244301161135,-3.25798904109591,11/30/2017,5.0,12/15/2022,525000,1.42,-3.25798904109591,,,98,Strafford, NH
1507,Dowdell Public Utility District/TX,Y,0.08048689622818253,46.63315342465755,12/1/2017,4.5,9/1/2022,475000,1.97,46.63315342465755,,A+,96,Harris, TX
1508,Greater Texoma Utility Authority,Y,0.16366808065634036,30.800493876858283,6/29/2017,2.0,10/1/2022,275000,1.55,30.800493876858283,,,81,Grayson, TX
1509,Greater Texoma Utility Authority,Y,2.033076363071976,28.942597128683346,6/29/2017,5.0,10/1/2024,290000,1.85,28.942597128683346,75000.0,,84,Grayson, TX
1510,Greater Texoma Utility Authority,Y,3.8769271512708348,35.29528868319631,6/29/2017,3.0,10/1/2026,315000,2.2,35.29528868319631,,,57,Grayson, TX
1511,Meadowhill Regional Municipal Utility District,Y,0.1635606805762241,66.61157383633814,8/1/2017,3.0,10/1/2022,60000,2.0,66.61157383633814,,A+,98,Harris, TX
1512,Meadowhill Regional Municipal Utility District,Y,1.1316156889566982,62.238364534536395,8/1/2017,3.0,10/1/2023,65000,2.1,62.238364534536395,30000.0,A+,76,Harris, TX
1513,Meadowhill Regional Municipal Utility District,Y,2.0706393349502092,57.522239310099565,8/1/2017,3.0,10/1/2024,65000,2.2,57.522239310099565,,A+,64,Harris, TX
1514,Illinois Finance Authority,N,3.5702169051446386,32.77660726538194,9/12/2017,5.0,7/1/2026,16920000,2.0300000000000002,32.77660726538194,40000.0,AAA,74,Cook, IL
1515,Indiana Finance Authority,N,0.4951195259050003,5.009136986301366,11/1/2017,5.0,2/1/2023,2205000,1.47,5.009136986301366,100000.0,AAA,94,Marion, IN
1516,Indiana Finance Authority,N,1.4515392850552027,4.556260273972623,11/1/2017,5.0,2/1/2024,2320000,1.6,4.556260273972623,425000.0,AAA,89,Marion, IN
1517,Indiana Finance Authority,N,3.2383276119109112,9.517164383561628,11/1/2017,5.0,2/1/2026,2555000,1.92,9.517164383561628,15000.0,AAA,71,Marion, IN
1518,Indiana Finance Authority,N,4.076092932368296,9.18405753424656,11/1/2017,5.0,2/1/2027,2690000,2.0300000000000002,9.18405753424656,60000.0,AAA,61,Marion, IN
1519,Indiana Finance Authority,N,4.879724328474844,10.244813698630129,11/1/2017,5.0,2/1/2028,2820000,2.14,10.244813698630129,30000.0,AAA,42,Marion, IN
1520,Montgomery County Municipal Utility District No 88,Y,0.08045661376127852,53.868772602739725,11/1/2017,3.0,9/1/2022,300000,1.9000000000000001,53.868772602739725,,A,99,Montgomery, TX
1521,Montgomery County Municipal Utility District No 95,Y,0.08047431217403257,36.11073407733314,2/1/2017,3.0,9/1/2022,290000,2.15,36.11073407733314,,AA-,97,Montgomery, TX
1522,Montgomery County Municipal Utility District No 95,Y,1.9879798438676086,42.692687511491826,2/1/2017,3.0,9/1/2024,315000,2.5,42.692687511491826,,AA-,70,Montgomery, TX
1523,Montgomery County Municipal Utility District No 115,Y,1.0557538561177198,21.276148968841092,5/1/2017,2.0,9/1/2023,275000,1.85,21.276148968841092,,A+,86,Montgomery, TX
1524,Montgomery County Municipal Utility District No 98,Y,0.6536383298852103,66.62183561643835,12/1/2017,2.125,4/1/2023,150000,2.15,66.62183561643835,,AA-,93,Montgomery, TX
1525,Montgomery County Municipal Utility District No 112,Y,1.1381726620527073,44.98042465753424,12/1/2017,2.0,10/1/2023,210000,2.0,44.98042465753424,,A+,84,Montgomery, TX
1526,Montgomery County Water Control & Improvement District No 1,Y,1.4954147884876143,58.571152206837596,9/1/2017,5.0,3/1/2024,45000,1.95,58.571152206837596,,A+,81,Montgomery, TX
1527,Murrieta Valley Unified School District,N,1.0535135594240397,72.78016712328767,10/31/2017,2.0,9/1/2023,115000,2.22,72.78016712328767,,,35,Riverside, CA
1528,Muscatine Power and Water,Y,0.32943552079313665,46.20081531704299,6/29/2017,3.0,12/1/2022,410000,1.75,46.20081531704299,,,99,Muscatine, IA
1529,Muscatine Power and Water,Y,2.1960562311034257,47.223053155584815,6/29/2017,5.0,12/1/2024,445000,2.05,47.223053155584815,,,80,Muscatine, IA
1530,Muscatine Power and Water,Y,3.902734593701605,50.867582273834124,6/29/2017,5.0,12/1/2026,490000,2.35,50.867582273834124,795000.0,,65,Muscatine, IA
1531,Montgomery County Municipal Utility District No 119,Y,1.5928534618689378,43.02034520547944,12/1/2017,4.0,4/1/2024,575000,2.05,43.02034520547944,75000.0,A+,86,Harris, TX
1532,Montgomery County Municipal Utility District No 105,N,0.0804594709039865,103.50162465753425,10/1/2017,3.0,9/1/2022,175000,2.4000000000000004,103.50162465753425,,,99,Montgomery, TX
1533,Montgomery County Municipal Utility District No 127,N,1.0496024631987428,125.52648583230183,10/1/2017,2.75,9/1/2023,65000,2.6,125.52648583230183,,,70,#N/A Field Not Applicable,
1534,City of Lake Elmo MN,N,0.4505496896799165,14.41971334850496,6/8/2017,2.5,1/15/2023,730000,1.6,14.41971334850496,,,95,Washington, MN
1535,City of Lake Elmo MN,N,1.4226340407057134,13.09761477053424,6/8/2017,2.5,1/15/2024,750000,1.75,13.09761477053424,,,85,Washington, MN
1536,City of Lake Elmo MN,N,2.370850968356344,11.747440366989647,6/8/2017,2.5,1/15/2025,765000,1.9000000000000001,11.747440366989647,,,78,Washington, MN
1537,Lake Elsinore Unified School District Community Facilities District,N,0.08044433975305164,62.431315068493156,12/14/2017,4.0,9/1/2022,95000,2.27,62.431315068493156,,,90,Riverside, CA
1538,Lake Elsinore Unified School District Community Facilities District,N,1.039680754538177,69.89787671232878,12/14/2017,4.0,9/1/2023,105000,2.45,69.89787671232878,340000.0,,55,Riverside, CA
1539,Lake Elsinore Unified School District Community Facilities District,N,1.9612129545077124,78.80354794520548,12/14/2017,4.0,9/1/2024,120000,2.64,78.80354794520548,,,34,Riverside, CA
1540,City of Kalamazoo MI Water Supply System Revenue,N,0.08049318642866354,46.07444226785222,5/2/2017,4.0,9/1/2022,370000,1.93,46.07444226785222,,,98,Kalamazoo, MI
1541,City of Kalamazoo MI Water Supply System Revenue,N,1.0437659320994184,49.27614896884107,5/2/2017,4.0,9/1/2023,380000,2.13,49.27614896884107,,,93,Kalamazoo, MI
1542,City of Kalamazoo MI Water Supply System Revenue,N,1.9696048158237673,50.73587785924894,5/2/2017,4.0,9/1/2024,395000,2.31,50.73587785924894,,,84,Kalamazoo, MI
1543,City of Kalamazoo MI Water Supply System Revenue,N,2.861843996977483,50.16554726120213,5/2/2017,4.0,9/1/2025,420000,2.46,50.16554726120213,125000.0,,74,Kalamazoo, MI
1544,City of Kalamazoo MI Water Supply System Revenue,N,3.722121736240563,52.89588915418357,5/2/2017,4.0,9/1/2026,430000,2.62,52.89588915418357,,,68,Kalamazoo, MI
1545,City of Kansas City MO Water Revenue,N,0.329657000209141,0.9221939906882026,2/24/2017,5.0,12/1/2022,2100000,1.71,0.9221939906882026,25000.0,AA,98,Jackson, MO
